분류,제목,등록일
일일동향,OPEC의 2019.11월 석유시장 보고서 주요내용,2019-12-06
일일동향,북극 LNG-2 터미널 인근 인프라 구축 연방예산 배정 논의 동향,2019-12-06
일일동향,몽골 석유제품 무역수지 지속 악화,2019-12-06
일일동향,온두라스 LNG 공장 설립 추진 관련 동향,2019-12-06
일일동향,"중국 CNOOC, 가봉 석유업계 진출 강화",2019-12-13
일일동향,"Trans-Caspian 가스 파이프라인 프로젝트, EU 공통 관심사 프로젝트 승인 목록에 포함",2019-12-13
일일동향,TANAP 가스관 개통,2019-12-13
일일동향,"러시아 Gazprom, 2020년 투자계획 확정",2019-12-13
일일동향,"알제리 Sonatrach, Total社의 Anadarko社 지분 인수 관련 언급 및 평가",2019-12-13
일일동향,우즈베키스탄 전력산업 현황,2019-12-18
일일동향,에콰도르 신규 태양광 및 풍력 발전 프로젝트 투자 동향,2019-12-18
일일동향,"몽골 총리, 러시아 가스의 몽골 경유 중국 수출 제안",2019-12-20
일일동향,OPEC의 석유시장보고서(2019.12월) 주요 내용,2019-12-20
일일동향,덴마크 에너지자립섬 삼쇠섬 현황,2019-12-20
일일동향,페루의 지역 경제 및 인프라 투자 가이드 안내,2019-12-26
일일동향,"네덜란드계 One-Dyas사, 가봉 해저유전 발굴에 관심",2019-12-26
일일동향,중국 간쑤 룽둥(壟東)지역내 대형유전 추가발견,2019-12-27
일일동향,"페루석유협회, 최근 5년 중 금년 11월 최대 석유 생산 기록",2019-12-27
일일동향,2019 포르투갈 재생에너지회담 개최 결과 주요 내용,2019-12-27
일일동향,국제석유기업들의 나이지리아 석유 블록 매각 움직임,2019-12-27
일일동향,카메룬 전력보급 및 전력접근성 개선 프로젝트 추진 현황,2019-12-27
일일동향,"말레이 국영석유공사, 세 번째 부유식 LNG 생산설비 발주 가능성 언급",2020-01-08
일일동향,베네수엘라 지방도시 전력 문제 해결 관련 논의동향,2020-01-08
일일동향,핀란드-에스토니아 가스관(Balticconnector) 개통,2020-01-08
일일동향,콜롬비아 재생에너지 생산 동향,2020-01-08
일일동향,레바논 주요 언론의 세계 석유 시장 분석 및 전망,2020-01-10
일일동향,Kinguele-Aval 수력발전 댐 시공사로 시노하이드로 충칭 그룹 선정,2020-01-10
일일동향,최근 캐나다 석유·가스 시장 동향,2020-01-17
일일동향,"알제리 국영전력회사, 변압기 35개 구비에 450억 디나르 투자 결정",2020-01-17
일일동향,"나이지리아, 10억 달러 규모 에너지 기금 참여",2020-01-17
일일동향,"가봉 정부, Okondja市 망간 광상 개발 협약 체결",2020-01-17
일일동향,우크라이나 경유 가스관 및 벨라루스 가스 공급가 인하 관련 러시아 입장,2020-01-17
일일동향,상투메프린시페 수력발전소 리모델링 관련 추진 동향,2020-01-17
일일동향,카자흐스탄 Saryarka 가스파이프라인 건설 동향,2020-01-28
일일동향,카타르 전기차 충전 인프라 건설 동향,2020-01-28
일일동향,2020.1월 OPEC 석유시장 보고서 주요 내용,2020-01-30
일일동향,Keystone XL 송유관 확장 프로젝트 추진 동향,2020-01-30
일일동향,2019년 멕시코 원유 생산 동향,2020-01-30
일일동향,Saryarka 가스파이프라인 프로젝트 개요 및 향후계획,2020-01-30
일일동향,"유럽통계청, 2018년 EU 재생에너지 통계 발표",2020-02-04
일일동향,"독일, 가나 송전 인프라 개선에 2.5억 유로 지원",2020-02-04
일일동향,美 천연가스 가격 하락 동향,2020-02-05
일일동향,덴마크계 풍력기업 Vestas社 소개,2020-02-05
일일동향,캐나다 TMX 송유관 건설 프로젝트* 관련 동향,2020-02-06
일일동향,"칠레, 2019년 재생에너지 설비용량 약 10,000MW 달성",2020-02-06
일일동향,코로나바이러스에 따른 파푸아뉴기니 구리 가격 하락 전망,2020-02-06
일일동향,"아부다비-두바이, 초대형 가스전 공동개발 착수",2020-02-10
일일동향,"마다가스카르, 신규 태양광발전시설 설치 협약 체결",2020-02-10
일일동향,"미 독립에너지기업 Vaalco社, 2019년 원유 생산량 증대",2020-02-11
일일동향,가나 철광석 개발 현황 및 철강산업 육성 정책,2020-02-11
일일동향,트리니다드토바고-베네수엘라 간 천연가스 공동개발협정 폐기,2020-02-13
일일동향,가봉 최초의 태양광발전소 건설 착공,2020-02-13
일일동향,콜롬비아 석유가스 동향,2020-02-14
일일동향,영국 석탄발전소 폐지 및 내연기관차량 판매금지 시기 단축,2020-02-17
일일동향,일본의 남아공내 LNG 발전소 건설 제안 관련 동향,2020-02-17
일일동향,콜롬비아 천연가스 동향,2020-02-18
일일동향,"호주 연방정부, 퀸즐랜드州 신규 석탄화력발전소 건설사업 지원",2020-02-18
일일동향,"영국 BP社, 2050년 탄소배출 제로 계획 발표",2020-02-19
일일동향,"나이지리아 가스공사, LNG 수출 확대 위해 대규모투자 촉진",2020-02-19
일일동향,신종 코로나바이러스 사태가 美 에너지 시장에 미치는 영향,2020-02-21
일일동향,"민주콩고 정부, 인력 채굴 코발트에 전매제 도입",2020-02-21
일일동향,OPEC의 2020.2월 석유시장 보고서 주요내용,2020-02-26
일일동향,"알제리 에너지부 장관, 에너지 전환 의지 강조",2020-02-26
일일동향,"사우디, 역대 최대규모 가스전 개발 계획 승인",2020-02-27
일일동향,체코 리튬 배터리 공장 건설 관련 동향,2020-02-27
일일동향,코로나19로 칠레 구리의 對중국 수출 타격 우려 언론 동향,2020-03-03
일일동향,세네갈 타이바 은자이(Taiba Ndiaye) 풍력발전소 가동식 개최,2020-03-03
일일동향,"New Gas Consortium, Soyo市 LNG 공장 건설 프로젝트 개시",2020-03-03
일일동향,카메룬 Minim-Martap 지역 보크사이트 채굴 관련 동향,2020-03-03
일일동향,호주 국가전력시장 진단 결과 주요내용,2020-03-05
일일동향,가봉내 망간 생산 동향,2020-03-05
일일동향,2019년 영국 에너지 통계(잠정) 발표,2020-03-05
일일동향,"한-호 경협위 위원장, 한-호 수소에너지 협력 필요성 강조",2020-03-05
일일동향,이란 석유·가스 산업 현황,2020-03-09
일일동향,"투르크 외교장관, TAPI 프로젝트 등 협의 위해 아프가니스탄 방문",2020-03-09
일일동향,OPEC+ 감산합의 실패에 따른 휴스턴 업계 영향,2020-03-11
일일동향,파푸아뉴기니 Pasca 해상 가스전 프로젝트 추진 동향,2020-03-11
일일동향,카자흐스탄 재생에너지 발전소 건설 동향,2020-03-17
일일동향,"알제리 환경부 장관, 재생에너지 개발 의지 강조",2020-03-17
일일동향,"싱가포르 BW Energy社, 가봉석유공사와 석유개발 협정 체결",2020-03-18
일일동향,페루 재생에너지 발전소 건설 동향,2020-03-18
일일동향,중국 전력망 건설 관련 동향,2020-03-18
일일동향,나이지리아 풍력발전소 건설 동향,2020-03-20
일일동향,"핀란드계 Wartsila社, 이라크내 가스터빈발전소 운영 개시",2020-03-20
일일동향,칠레 리튬 생산 전망,2020-03-20
일일동향,마다가스카르 태양광발전소 건설 관련 동향,2020-03-26
일일동향,"아프리카개발은행, 앙골라 에너지 분야 자금 지원",2020-03-26
일일동향,세계 석유시장 동향,2020-03-26
일일동향,앙골라 신재생에너지 발전소 건설 관련 동향,2020-04-03
일일동향,"우즈벡-타지키스탄, 자라프샨강 수력발전소 건설 협의",2020-04-03
일일동향,"알제리, 석유가스 판매수입액 50억달러 기록",2020-04-03
일일동향,마다가스카르 전력망 연결 사업 추진 동향,2020-04-06
일일동향,"사우디아라비아,‘20.5월 최대규모 석유 수출 계획",2020-04-06
일일동향,"사우디, 기존 최대 일 원유 생산량 갱신",2020-04-07
일일동향,코로나19 사태에 따른 아프리카 석유산업계 고용 위기,2020-04-07
일일동향,에콰도르 원유 수출 잠정 중단,2020-04-17
일일동향,"카자흐스탄에너지부, 유가 급락 자국은 안정적 석유 생산중으로 평가",2020-04-17
일일동향,제10차 OPEC+ 특별장관회의 최종 합의안 도출,2020-04-17
일일동향,"필리핀 에너지부, 그린에너지가격프로그램 관련 이해관계자 의견수렴중",2020-04-17
일일동향,"말레이시아 사바주, 코로나19 확산으로 팜오일 생산 타격",2020-04-17
일일동향,"멕시코, 베네수엘라에 가솔린 공급",2020-04-17
일일동향,"텍사스 철도위원회(Texas RRC), 감산 명령권 발동 여부 관련 화상 청문회 개최",2020-04-24
일일동향,"멕시코 대통령, OPEC+ 석유감산합의 이후 언론 브리핑에서 자국 정유소 건설 및 정비 중요성 강조",2020-04-24
일일동향,WTI 가격(5월물 선물가격) 마이너스 시현,2020-04-24
일일동향,러시아 캄차트카주 LNG 터미널 사업 동향,2020-04-24
일일동향,미국 텍사스주 원유 생산 제한 논의 관련 동향,2020-04-29
일일동향,알제리산 사하라 블렌드유 가격 16.95달러 기록,2020-04-29
일일동향,"호주 연방 정부,「에너지 소비자와 시장보호 성명서」발표",2020-04-29
일일동향,"말레이시아 정부, 원유 생산 감축 노력에 동의",2020-04-29
일일동향,"美 재무부, Chevron 등 자국 5개사에 베네수엘라 석유광구 탐사 및 생산 라이센스 연장(언론보도)",2020-04-29
일일동향,"나이지리아 천연자원기구(NNRC), 석유산업 개혁 촉구",2020-04-29
일일동향,OPEC 석유 시장 (3월 결과) 보고서 주요 내용,2020-04-29
일일동향,"이란, 베네수엘라 연료난 해소 지원(언론 보도)",2020-05-06
일일동향,칠레 내 유가 하락 영향(언론 보도),2020-05-06
일일동향,"노르웨이 정부, 원유 감산 결정",2020-05-06
일일동향,"미 연방준비제도(Fed), 중소기업 지원 목적 대출 요건 완화",2020-05-06
일일동향,"텍사스주 철도위원회(RRC), 의무적 원유생산 감산안 부결",2020-05-06
일일동향,호주 정부 신규 수소 산업 육성 기금 발표,2020-05-08
일일동향,에너지광업분야 다년 투자프로그램 2021-2024 주요 내용,2020-05-08
일일동향,유가 급락 및 코로나19가 나이지리아에 미치는 영향(언론보도),2020-05-11
일일동향,우크라이나 재생에너지 사업 경색,2020-05-12
일일동향,"사우디 아람코(Saudi Aramco), 총 100불 규모 대출 추진중",2020-05-12
일일동향,"나이지리아, 한계 유전 경매 추진",2020-05-12
일일동향,"인도네시아 에너지광물자원부 장관, 자국 원유 생산 지속성 강조",2020-05-12
일일동향,가봉 유류 가격 동향,2020-05-13
일일동향,"페루 국영석유회사, 페루 북부송유관 운영 중단 지시",2020-05-13
일일동향,"카자흐, 720억 텡게 규모 풍력발전소 건설 추진",2020-05-13
일일동향,"사우디, 추가 일 100만배럴 감산 발표",2020-05-14
일일동향,"아제르바이잔, OPEC+ 감산안에 따라 일일생산량 조절",2020-05-14
일일동향,"UAE, 6월 원유 생산량 10만 배럴 추가 감축 발표",2020-05-19
일일동향,사우디-러시아 에너지장관 공동성명 발표,2020-05-19
일일동향,"러 최대 석유기업 로스네프트社, 정부 지원 요청",2020-05-19
일일동향,"북미 최대 송유관 운영 기업 Enbridge社, 원가 절감 계획 발표",2020-05-19
일일동향,"베트남 총리실, ‘베트남 태양광 발전 촉진을 위한 결정문’ 발표",2020-05-22
일일동향,영국 전기차 급속충전소 확충 계획 추가 발표,2020-05-22
일일동향,"마다가스카르 Green Energy Solution-아메리칸 스쿨(ASA), 태양광 발전 협약 체결",2020-05-22
일일동향,텍사스 중소규모 은행 부실화 우려,2020-05-25
일일동향,"미국 재무부, 러시아 국영석유공사(Rosneft) 경제재재 해제 검토(언론 보도)",2020-05-25
일일동향,우즈베키스탄 에너지부 2020-2030년 중장기 전력수급 계획 발표,2020-05-26
일일동향,"덴마크 정부, 해상 풍력 발전을 위한 인공섬 건설 계획 발표",2020-05-26
일일동향,"나이지리아, 4월 석유 시추 리그 수 24% 감소",2020-05-27
일일동향,OPEC 석유시장 보고서 4월 동향 및 향후 전망 주요 내용,2020-05-27
일일동향,"에콰도르 에너지부, 코로나 19로 주요 신재생에너지 사업 일정 연기 발표",2020-05-29
일일동향,"페루 국영석유회사, Talara 정유 플랜트 현대화사업 재개 예정",2020-05-29
일일동향,"알제리 에너지부, 태양광 발전 메가 프로젝트 계획 발표",2020-05-29
일일동향,"러시아, 이라크 가스전에 대규모 투자 추진",2020-06-01
일일동향,제23차 세계석유총회(WPC) 개최 일정 연기,2020-06-01
일일동향,중국 에너지저장 산업 발전 동향,2020-06-04
일일동향,칠레 4월 신재생에너지 전년 동기 대비 15% 증가,2020-06-04
일일동향,"중앙아 국가, 중국 가스 공급 감축량 분담 논의",2020-06-05
일일동향,"아제르바이잔 에너지부, 5.1-10일 OPEC+ 감산의무 이행 경과 발표",2020-06-05
일일동향,"베네수엘라 최대 유전지대 Orinoco 벨트, 생산 개시 이래 최저 생산량 기록",2020-06-05
일일동향,"에콰도르, 인접국(콜롬비아, 페루) 전력 수출 확대 추진",2020-06-09
일일동향,"나이지리아 정부, 독일 Siemens로부터의 전력개선 자금 조달 승인",2020-06-09
일일동향,제11차 OPEC+ 각료급 화상회의 결과,2020-06-15
일일동향,"알제리 에너지부, 정유소 건설 프로젝트 우선적 투자 진행 강조",2020-06-15
일일동향,"사우디, 자발적 추가감산(일 100만배럴) 6월 말 종료 예정",2020-06-16
